prop_handle,enum_value,term_value,http_status,passed,notes
stage_of_disease,Va,Va,200,True,
stage_of_disease,Vb,Vb,200,True,
stage_of_disease,TisN0M0,TisN0M0,200,True,
stage_of_disease,TisN1M1,TisN1M1,200,True,
stage_of_disease,T1N0M0,T1N0M0,200,True,
stage_of_disease,T1NXM0,T1NXM0,200,True,
stage_of_disease,T2N0M0,T2N0M0,200,True,
stage_of_disease,T2N0M1,T2N0M1,200,True,
stage_of_disease,T2N1M0,T2N1M0,200,True,
stage_of_disease,T2N1M1,T2N1M1,200,True,
stage_of_disease,T2N2M1,T2N2M1,200,True,
stage_of_disease,T3N0M0,T3N0M0,200,True,
stage_of_disease,T3N0M1,T3N0M1,200,True,
stage_of_disease,T3N1M0,T3N1M0,200,True,
stage_of_disease,T3N1M1,T3N1M1,200,True,
stage_of_disease,T3NXM1,T3NXM1,200,True,
stage_of_disease,TXN0M0,TXN0M0,200,True,
stage_of_disease,Not Applicable,Not Applicable,200,True,
stage_of_disease,Not Determined,Not Determined,200,True,
stage_of_disease,Unknown,Unknown,200,True,
histological_grade,1,1,200,True,
histological_grade,2,2,200,True,
histological_grade,3,3,200,True,
histological_grade,4,4,200,True,
histological_grade,High,High,200,True,
histological_grade,Medium,Medium,200,True,
histological_grade,Low,Low,200,True,
histological_grade,Unknown,Unknown,200,True,
histological_grade,Not Applicable,Not Applicable,200,True,
histological_grade,Not Determined,Not Determined,200,True,
best_response,Complete Response,Complete Response,200,True,
best_response,Partial Response,Partial Response,200,True,
best_response,Stable Disease,Stable Disease,200,True,
best_response,Progressive Disease,Progressive Disease,200,True,
best_response,Not Determined,Not Determined,200,True,
best_response,Not Applicable,Not Applicable,200,True,
best_response,Unknown,Unknown,200,True,
pathology_report,Yes,Yes,200,True,
pathology_report,No,No,200,True,
pathology_report,Not Applicable,Not Applicable,200,True,
treatment_data,Yes,Yes,200,True,
treatment_data,No,No,200,True,
treatment_data,Not Applicable,Not Applicable,200,True,
follow_up_data,Yes,Yes,200,True,
follow_up_data,No,No,200,True,
follow_up_data,Not Applicable,Not Applicable,200,True,
concurrent_disease,Yes,Yes,200,True,
concurrent_disease,No,No,200,True,
concurrent_disease,Unknown,Unknown,200,True,
file_type,Affymetrix GeneChip Analysis File,Affymetrix GeneChip Analysis File,200,True,
file_type,Array CGH Analysis File,Array CGH Analysis File,200,True,
