prop_handle,enum_value,description,model_handle,version_string,node_handle
site_of_resection_or_biopsy,Shoulder Joint,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sigmoid Colon,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skeletal Muscle Tissue,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin Of The Axilla,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Face,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Lip,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Lower Limb and Hip,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Scalp and Neck,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Trunk,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skin of the Upper Limb and Shoulder,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skull,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Skullcap,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Small Intestine,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spermatic Cord,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sphenoid Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sphenoid Sinus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sphincter of Oddi,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spinal Cord,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spinal Cord Dura Mater,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spinal Meninges,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spinal Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Spleen,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Splenic Flexure,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Splenic Hilar Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sternocleidomastoid Muscle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sternocostal Joint,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Stomach,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Subclavian Artery,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Subcutis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Subglottis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sublingual Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sublingual Salivary Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Submandibular Duct,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Submandibular Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Submandibular Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Superior Vena Cava,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
